Fecha,Proveedor,RFC,Descripción,Cantidad,P. Unitario,Descuento,Impuestos,Total,Categoría,Grupo P&L,Origen,Link de Factura,UUID,Procesado_En
"9 febrero, 2026",YUKUNSA,YUK160308FK5,VASO PET 16 OZ ULTRA CLARO,2,$78.52,$0.00,$25.13,-$182.17,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/13Gkf1c2GTXsrESLnS9KhG2Uj3N-AqgRO/view?usp=drivesdk,0C220E80-50F4-43BE-9DCA-ED665E106BEE,2026-02-09 14:49
"9 febrero, 2026",YUKUNSA,YUK160308FK5,TAPA RANURA PARA VASO  ULTRACLARO,1,$85.15,$0.00,$13.62,-$98.77,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/13Gkf1c2GTXsrESLnS9KhG2Uj3N-AqgRO/view?usp=drivesdk,0C220E80-50F4-43BE-9DCA-ED665E106BEE,2026-02-09 14:49
"9 febrero, 2026",YUKUNSA,YUK160308FK5,BOLSA ROLLO P/ BASURA LINEA HOGAR BLANCA 50X60 AD,2,$19.11,$0.00,$6.12,-$44.35,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/13Gkf1c2GTXsrESLnS9KhG2Uj3N-AqgRO/view?usp=drivesdk,0C220E80-50F4-43BE-9DCA-ED665E106BEE,2026-02-09 14:49
"9 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,4L L&W JABON,1,$102.30,$2.30,$16.00,-$116.00,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1voiRcy9Hr4N1O_Y41qR1_-A2fuNm2321/view?usp=drivesdk,A5EAAED5-11B3-4A83-8A1D-625728AF8B2E,2026-02-09 15:19
"9 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,MM SERVITOA,1,$224.87,$5.06,$35.17,-$254.99,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1voiRcy9Hr4N1O_Y41qR1_-A2fuNm2321/view?usp=drivesdk,A5EAAED5-11B3-4A83-8A1D-625728AF8B2E,2026-02-09 15:19
"9 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,2/1.13KG KE,1,$101.28,$2.28,$0.00,-$99.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1voiRcy9Hr4N1O_Y41qR1_-A2fuNm2321/view?usp=drivesdk,A5EAAED5-11B3-4A83-8A1D-625728AF8B2E,2026-02-09 15:19
"9 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,MM LAVAPL,1,$86.42,$1.94,$13.52,-$98.00,Limpieza,Gastos Operativos,Auto Gmail,https://drive.google.com/file/d/1voiRcy9Hr4N1O_Y41qR1_-A2fuNm2321/view?usp=drivesdk,A5EAAED5-11B3-4A83-8A1D-625728AF8B2E,2026-02-09 15:19
"9 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,5KGARROZ PRE,1,$162.66,$3.66,$0.00,-$159.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1voiRcy9Hr4N1O_Y41qR1_-A2fuNm2321/view?usp=drivesdk,A5EAAED5-11B3-4A83-8A1D-625728AF8B2E,2026-02-09 15:19
"9 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,MM BEBIDA CO,1,$203.57,$4.58,$0.00,-$198.99,Insumos Bebidas,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1voiRcy9Hr4N1O_Y41qR1_-A2fuNm2321/view?usp=drivesdk,A5EAAED5-11B3-4A83-8A1D-625728AF8B2E,2026-02-09 15:19
"9 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,ACEITEVEGETA,1,$685.41,$15.41,$0.00,-$670.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1voiRcy9Hr4N1O_Y41qR1_-A2fuNm2321/view?usp=drivesdk,A5EAAED5-11B3-4A83-8A1D-625728AF8B2E,2026-02-09 15:19
"9 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,LIMPIADOR 20,1,$282.20,$6.34,$44.14,-$319.99,Limpieza,Gastos Operativos,Auto Gmail,https://drive.google.com/file/d/1voiRcy9Hr4N1O_Y41qR1_-A2fuNm2321/view?usp=drivesdk,A5EAAED5-11B3-4A83-8A1D-625728AF8B2E,2026-02-09 15:19
"9 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,4/180G PHILL,2,$150.38,$6.76,$0.00,-$294.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1voiRcy9Hr4N1O_Y41qR1_-A2fuNm2321/view?usp=drivesdk,A5EAAED5-11B3-4A83-8A1D-625728AF8B2E,2026-02-09 15:19
"9 febrero, 2026",TIENDAS CHEDRAUI,TCH850701RM1,SERV DE REPARTO   ,1,$38.79,$0.00,$6.21,-$45.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1E6ZsaVu-vvwblusGdTIz_toJGCVoDIxJ/view?usp=drivesdk,F35DBA15-213F-418C-A4C0-A76C5B64C5E3,2026-02-09 15:19
"9 febrero, 2026",TIENDAS CHEDRAUI,TCH850701RM1,MOLIDA DE RES KG  ,5,$142.00,$0.00,$0.00,-$710.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1E6ZsaVu-vvwblusGdTIz_toJGCVoDIxJ/view?usp=drivesdk,F35DBA15-213F-418C-A4C0-A76C5B64C5E3,2026-02-09 15:19
"9 febrero, 2026",CASA SANTOS LUGO,CSL000915HJ9,AZUCAR MORENA ESTANDAR EL ABUELO JOSE BOLSA 2 KG,10,$46.50,$0.00,$0.00,-$464.98,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1SRdej4G8r3LLea8JH9-NwXSOlwzWHeHD/view?usp=drivesdk,B534C94E-0603-11F1-8D83-378668900700,2026-02-09 16:19
"9 febrero, 2026",CASA SANTOS LUGO,CSL000915HJ9,CREMA PARA BATIR NESTLE 950 ML PIEZA,1,$92.40,$0.00,$0.00,-$92.40,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1SRdej4G8r3LLea8JH9-NwXSOlwzWHeHD/view?usp=drivesdk,B534C94E-0603-11F1-8D83-378668900700,2026-02-09 16:19
"9 febrero, 2026",CASA SANTOS LUGO,CSL000915HJ9,ACEITE VEGETAL PATRONA 20 L PIEZA,1,$692.40,$0.00,$0.00,-$692.40,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1SRdej4G8r3LLea8JH9-NwXSOlwzWHeHD/view?usp=drivesdk,B534C94E-0603-11F1-8D83-378668900700,2026-02-09 16:19
"9 febrero, 2026",CASA SANTOS LUGO,CSL000915HJ9,AZUCAR GLASS EL ABUELO JOSE BOLSA 1 K,1,$46.30,$0.00,$0.00,-$46.30,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1SRdej4G8r3LLea8JH9-NwXSOlwzWHeHD/view?usp=drivesdk,B534C94E-0603-11F1-8D83-378668900700,2026-02-09 16:19
"9 febrero, 2026",CASA SANTOS LUGO,CSL000915HJ9,GASTOS DE ENVIO,1,$43.10,$0.00,$6.90,-$50.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1SRdej4G8r3LLea8JH9-NwXSOlwzWHeHD/view?usp=drivesdk,B534C94E-0603-11F1-8D83-378668900700,2026-02-09 16:19
"9 febrero, 2026",COMERCIALIZADORA JANSEK,CJA250116RV2,"200 GUANTES DE NITRILO VINIL DE ALTA CALIDAD COLOR NEGRO, SIN LÁTEX, SIN...",1,$171.55,$0.00,$27.45,-$199.00,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1SMH4xah30eKtrLIilHZzpQTuATyIwHl9/view?usp=drivesdk,8BC0CF49-AF12-41F8-BB99-E87EDC21AB2E,2026-02-09 16:19
"9 febrero, 2026",YUKUNSA,YUK160308FK5,PAGO,1,$0.00,$0.00,$0.00,$0.00,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/13fqtCHz_EF7rqG4FYEJG6GohJ8znNKB8/view?usp=drivesdk,08129ECE-3643-446B-B763-8B4A3CE2FE1E,2026-02-09 16:49
"9 febrero, 2026",EMBOTELLADORAS BEPENSA,EBE7711037Y5,COCA COLA 355 ML LATA 24 P,1,$412.07,$0.00,$65.93,-$478.00,Insumos Bebidas,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1hsxUUxK1Kp9NtrrImygOAcA1r85pQPZw/view?usp=drivesdk,E998C87A-C811-4BB1-9D23-B9580D8E134D,2026-02-09 17:49
"9 febrero, 2026",EMBOTELLADORAS BEPENSA,EBE7711037Y5,CRISTAL MINERALIZADA 600 ML NRP 12P,1,$164.22,$0.00,$26.28,-$190.50,Insumos Bebidas,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1hsxUUxK1Kp9NtrrImygOAcA1r85pQPZw/view?usp=drivesdk,E998C87A-C811-4BB1-9D23-B9580D8E134D,2026-02-09 17:49
"9 febrero, 2026",EMBOTELLADORAS BEPENSA,EBE7711037Y5,AP CRISTAL 600 ML NRP,1,$342.00,$0.00,$0.00,-$342.00,Insumos Bebidas,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1hsxUUxK1Kp9NtrrImygOAcA1r85pQPZw/view?usp=drivesdk,E998C87A-C811-4BB1-9D23-B9580D8E134D,2026-02-09 17:49
"9 febrero, 2026",POLLO INDUSTRIALIZADO DE MEXICO,PIM901016747,PECHUGA S/H IQF K,28.86,$78.00,$0.00,$0.00,"-$2,251.08",Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1inJJCXyBjm7dCIW2l-yXhwIaUT6kJGIF/view?usp=drivesdk,0DABCAE9-7532-4D34-A72C-29941B2A7C71,2026-02-09 20:49
"9 febrero, 2026",ADORNO,XEXX010101000,ADORNOS,1,$140.00,$0.00,$0.00,-$140.00,Papelería,Gastos Operativos,Google Forms,,,2026-02-10 14:46
"10 febrero, 2026",EL RUISEÑOR DE MEXICO,RME9006085XA,"NUEZ DE LA INDIA CRUDA (CAJA 10 KG) - IMPORTE DE LA CAJA CON 10 KG  $1,900.00  EL KILO LE SALE A $190.00",1,"$1,900.00",$0.00,$0.00,"-$1,900.00",Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1g-Ar0JVG1qd4br3OLlY4wuAy-zvfNoMh/view?usp=drivesdk,538A02DD-B0DB-503D-8C96-F05E33EC1470,2026-02-10 10:34
"10 febrero, 2026",EL RUISEÑOR DE MEXICO,RME9006085XA,SHIPPING,1,$211.21,$0.00,$33.79,-$245.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1g-Ar0JVG1qd4br3OLlY4wuAy-zvfNoMh/view?usp=drivesdk,538A02DD-B0DB-503D-8C96-F05E33EC1470,2026-02-10 10:34
"10 febrero, 2026",AGUA 3 RÍOS,XEXX010101000,GARRAFONES DE AGUA,4,$28.00,$0.00,$0.00,-$112.00,Insumos Bebidas,Costo de Venta,Google Forms,,,2026-02-10 14:43
"10 febrero, 2026",HIELO MARMAN,XEXX010101000,BOLSAS DE HIELO,4,$20.00,$0.00,$0.00,-$80.00,Insumos Bebidas,Costo de Venta,Google Forms,,,2026-02-10 14:48
"10 febrero, 2026",FABIAN ENRIQUE BOBADILLA CHAMOCHIN,BOCF810120276,CAMARON CASCARA 36/40 ACUACULTURA,20,$175.00,$0.00,$0.00,"-$3,500.00",Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1ZqeyhjNEcCyFG2HcSOGsOY_D6Lepokgy/view?usp=drivesdk,5A48F14E-D05C-411A-B6C0-0F6EB66194E5,2026-02-10 17:19
"10 febrero, 2026",GONZALO CACERES,XEXX010101000,RENTA,1,"$15,000.00",$0.00,$0.00,"-$15,000.00",Renta,Gastos Operativos,Google Forms,,,2026-02-10 22:10
"11 febrero, 2026",TENDENCYS INNOVATIONS,TIN1603038C4,SERVICIO LOGISTICO DE ENVIO,1,$534.48,$0.00,$85.52,-$620.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/115sOhswKT6hloQTMzDdOaaH6xeuYXPvr/view?usp=drivesdk,FA475BC9-A112-4E32-A46F-5D36A9A380E3,2026-02-11 12:19
"11 febrero, 2026",MARTHA ALICIA PEREZ MARTINEZ,PEMM6309075V3,PULPA DE FRUTA NATURAL - FRUTOS ROJOS 1 LITRO,7,$129.00,$0.00,$0.00,-$903.00,Insumos Bebidas,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1LuHjSLiCfpmnikJiL6OPalrrq8r80f1x/view?usp=drivesdk,BF40A30E-3BF8-401D-A869-CB6534E4C3C1,2026-02-11 12:34
"11 febrero, 2026",MARTHA ALICIA PEREZ MARTINEZ,PEMM6309075V3,CONCENTRADO DE MORA AZUL (BLUEBERRY) 1 LITRO - SODA ITALIANA,2,$139.00,$0.00,$0.00,-$278.00,Insumos Bebidas,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1LuHjSLiCfpmnikJiL6OPalrrq8r80f1x/view?usp=drivesdk,BF40A30E-3BF8-401D-A869-CB6534E4C3C1,2026-02-11 12:34
"11 febrero, 2026",MARTHA ALICIA PEREZ MARTINEZ,PEMM6309075V3,PULPA DE FRESA 1 LT - INSUMOS PARA CAFETERÍA Y HOGAR FRAPPÉ,1,$129.00,$0.00,$0.00,-$129.00,Insumos Bebidas,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1LuHjSLiCfpmnikJiL6OPalrrq8r80f1x/view?usp=drivesdk,BF40A30E-3BF8-401D-A869-CB6534E4C3C1,2026-02-11 12:34
"11 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,PAPEL ARROZ 22CM REDONDO TU FOCO 340G (BAMBOO TREE ) (44/12OZ),2,$42.50,$0.00,$0.00,-$85.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1lLsxn_L9-VPu0e92QJrIGrAum6qf_bJz/view?usp=drivesdk,2F0BD2E1-FB29-46A2-8D53-0ABB984EC9AF,2026-02-11 16:34
"11 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,EDAMAME SHIRAKIKU FRIJOL DE SOYA 20/400 G 94271,5,$42.00,$0.00,$0.00,-$210.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1lLsxn_L9-VPu0e92QJrIGrAum6qf_bJz/view?usp=drivesdk,2F0BD2E1-FB29-46A2-8D53-0ABB984EC9AF,2026-02-11 16:34
"11 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,SRIRACHA SALSA 793G (12/28 OZ) 33412 52017,1,$116.53,$0.00,$0.00,-$116.53,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1lLsxn_L9-VPu0e92QJrIGrAum6qf_bJz/view?usp=drivesdk,2F0BD2E1-FB29-46A2-8D53-0ABB984EC9AF,2026-02-11 16:34
"11 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,SALSA TIPAROS PESCADO 6/1.5 LT (50 OZ) FIS17,1,$129.00,$0.00,$0.00,-$129.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1lLsxn_L9-VPu0e92QJrIGrAum6qf_bJz/view?usp=drivesdk,2F0BD2E1-FB29-46A2-8D53-0ABB984EC9AF,2026-02-11 16:34
"11 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,EGG NOODLE GRUESO 60/440 G (15.5 OZ) ND16/72002,1,$70.03,$0.00,$0.00,-$70.03,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1lLsxn_L9-VPu0e92QJrIGrAum6qf_bJz/view?usp=drivesdk,2F0BD2E1-FB29-46A2-8D53-0ABB984EC9AF,2026-02-11 16:34
"11 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,LECHE DE COCO CHAOKOH (EXTRACTO LIQUIDO DE COCO) 24/400 ML 21006 VA0002,3,$59.34,$0.00,$0.00,-$178.02,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1lLsxn_L9-VPu0e92QJrIGrAum6qf_bJz/view?usp=drivesdk,2F0BD2E1-FB29-46A2-8D53-0ABB984EC9AF,2026-02-11 16:34
"11 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,GYOZA SKIN GOLDEN DRAGON 283G  (C/12) 3010.1210,12,$45.42,$0.00,$0.00,-$545.04,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1lLsxn_L9-VPu0e92QJrIGrAum6qf_bJz/view?usp=drivesdk,2F0BD2E1-FB29-46A2-8D53-0ABB984EC9AF,2026-02-11 16:34
"11 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,TOFU EXTRAFIRM NEW MORINU  SILKEN 12/308G  (10.9 OZ)  21262,12,$38.34,$0.00,$0.00,-$460.08,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1lLsxn_L9-VPu0e92QJrIGrAum6qf_bJz/view?usp=drivesdk,2F0BD2E1-FB29-46A2-8D53-0ABB984EC9AF,2026-02-11 16:34
"11 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,HARUSAME SHUNHE 50/300 G (10.5 OZ) FIDEO DE FRIJOL MALLA ROSA,1,$30.00,$0.00,$0.00,-$30.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1lLsxn_L9-VPu0e92QJrIGrAum6qf_bJz/view?usp=drivesdk,2F0BD2E1-FB29-46A2-8D53-0ABB984EC9AF,2026-02-11 16:34
"11 febrero, 2026",KUME DEL CARIBE,KCA090331MM5,HARUMAKI WEI CHUAN 40/312 G (11 OZ) 1156,5,$46.52,$0.00,$0.00,-$232.60,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1lLsxn_L9-VPu0e92QJrIGrAum6qf_bJz/view?usp=drivesdk,2F0BD2E1-FB29-46A2-8D53-0ABB984EC9AF,2026-02-11 16:34
"11 febrero, 2026",ISABELLA GALLEGOS,XEXX010101000,ARTÍCULOS PERSONALES,1,$352.65,$0.00,$0.00,-$352.65,Personal,Gastos Personales,Google Forms,,,2026-02-15 19:49
"12 febrero, 2026",POLLO INDUSTRIALIZADO DE MEXICO,PIM901016747,PECHUGA S/H IQF K,29.03,$78.00,$0.00,$0.00,"-$2,264.34",Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/19dxiyry44ucEJDBkrZhLp55SO37pEb4r/view?usp=drivesdk,ABAADCE0-EC7D-47E5-B6B6-D7B7859E9583,2026-02-12 17:19
"12 febrero, 2026",GERMINADO,XEXX010101000,GERMINADO DE SOYA,6,$55.00,$0.00,$0.00,-$330.00,Insumos Alimentos,Costo de Venta,Google Forms,,,2026-02-12 19:54
"12 febrero, 2026",BBVA,XEXX010101000,TC EMPRESARIAL,1,"$5,293.61",$0.00,$0.00,"-$5,293.61",Prestamo BBVA,Financiero/Impuestos,Google Forms,,,2026-02-15 19:06
"13 febrero, 2026",AGUA 3 RÍOS,XEXX010101000,GARRAFONES DE AGUA,2,$28.00,$0.00,$0.00,-$56.00,Insumos Bebidas,Costo de Venta,Google Forms,,,2026-02-13 14:03
"13 febrero, 2026",HIELO MARMAN,XEXX010101000,BOLSAS DE HIELO,3,$20.00,$0.00,$0.00,-$60.00,Insumos Bebidas,Costo de Venta,Google Forms,,,2026-02-13 14:05
"13 febrero, 2026",FERNANDO CLAUS BAUERLE VARGAS,BAVF6610252DA,ELOTITO TIERNO CORTADO 2840G DAYAT,2,$240.00,$0.00,$0.00,-$480.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/15klnjYX_1BQRK8XePCFpksRl39oXozTN/view?usp=drivesdk,162013F6-75AE-4BB0-8776-B52646009295,2026-02-13 18:50
"13 febrero, 2026",TIENDA,XEXX010101000,VINAGRE Y TRAPEADOR,2,$115.00,$0.00,$0.00,-$115.00,Insumos Alimentos,Costo de Venta,Google Forms,,,2026-02-13 21:31
"13 febrero, 2026",COMERCIALIZADORA SEMILLA DEL CIELO,CSC211229BY7,HARINA DE ARROZ,50,$14.00,$0.00,$0.00,-$700.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1zBoMgVHeLvq_pWvkLHQVKzARcUg8Khxc/view?usp=drivesdk,08C168E8-3D59-481A-AC37-246A9991341B,2026-02-17 16:34
"14 febrero, 2026",COMERCIAL TOYO,CTO8208267I9,JACK POT ELOTITO CORTADO 2.9 KG,2,$152.50,$0.00,$0.00,-$305.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1j27PpvTW6uvs2H6o0btchQ9gJF5Fvbd2/view?usp=drivesdk,2D6909EB-09CD-11F1-84F8-092A87E0C4F3,2026-02-14 11:50
"14 febrero, 2026",COMERCIAL TOYO,CTO8208267I9,KOKKU TALLARIN DE ARROZ 5 MM 400 G,30,$36.75,$0.00,$0.00,"-$1,102.50",Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1j27PpvTW6uvs2H6o0btchQ9gJF5Fvbd2/view?usp=drivesdk,2D6909EB-09CD-11F1-84F8-092A87E0C4F3,2026-02-14 11:50
"14 febrero, 2026",COMERCIAL TOYO,CTO8208267I9,MORI-NU TOFU (EXTRA FIRME) 308 G,12,$30.50,$0.00,$0.00,-$366.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1j27PpvTW6uvs2H6o0btchQ9gJF5Fvbd2/view?usp=drivesdk,2D6909EB-09CD-11F1-84F8-092A87E0C4F3,2026-02-14 11:50
"15 febrero, 2026",SUELDOS,XEXX010101000,NOMINA SEMANA N.7,1,"$17,129.00",$0.00,$0.00,"-$17,129.00",Nómina,Gastos Operativos,Google Forms,,,2026-02-15 18:44
"15 febrero, 2026",CHEDRAUI,XEXX010101000,INSUMOS MATERIA PRIMA,1,"$1,638.89",$0.00,$0.00,"-$1,638.89",Insumos Alimentos,Costo de Venta,Google Forms,,,2026-02-15 19:32
"15 febrero, 2026",CHEDRAUI,XEXX010101000,DESPENSA DEL PERSONAL,1,"$1,477.34",$0.00,$0.00,"-$1,477.34",Nómina,Gastos Operativos,Google Forms,,,2026-02-15 19:33
"16 febrero, 2026",YUKUNSA,YUK160308FK5,TAPA TERMICA PARA VASO Y ENVASE DELIVERY TERMICO,1,$437.78,$0.00,$70.04,-$507.82,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1rZQgR257IwVKo6yWSrAU8b5aSlxm5gsX/view?usp=drivesdk,172E57FE-50AC-4566-98D9-16E2457A4985,2026-02-16 11:19
"16 febrero, 2026",YUKUNSA,YUK160308FK5,BOLSA ROLLO AD 20X30 300 BLS,3,$25.25,$0.00,$12.12,-$87.87,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1rZQgR257IwVKo6yWSrAU8b5aSlxm5gsX/view?usp=drivesdk,172E57FE-50AC-4566-98D9-16E2457A4985,2026-02-16 11:19
"16 febrero, 2026",YUKUNSA,YUK160308FK5,BOLSA  CAMISETA #2 BEIGE AD,3,$42.64,$0.00,$20.47,-$148.38,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1rZQgR257IwVKo6yWSrAU8b5aSlxm5gsX/view?usp=drivesdk,172E57FE-50AC-4566-98D9-16E2457A4985,2026-02-16 11:19
"16 febrero, 2026",YUKUNSA,YUK160308FK5,BOLSA  CAMISETA #3 BEIGE AD,3,$42.64,$0.00,$20.47,-$148.38,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1rZQgR257IwVKo6yWSrAU8b5aSlxm5gsX/view?usp=drivesdk,172E57FE-50AC-4566-98D9-16E2457A4985,2026-02-16 11:19
"16 febrero, 2026",YUKUNSA,YUK160308FK5,BOLSA  P/ BASURA USO RUDO NEGRA 60X90 BD,1,$32.88,$0.00,$5.26,-$38.14,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1rZQgR257IwVKo6yWSrAU8b5aSlxm5gsX/view?usp=drivesdk,172E57FE-50AC-4566-98D9-16E2457A4985,2026-02-16 11:19
"16 febrero, 2026",YUKUNSA,YUK160308FK5,BOLSA  P/ BASURA USO RUDO NEGRA 90X120 BD,2,$32.88,$0.00,$10.52,-$76.27,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1rZQgR257IwVKo6yWSrAU8b5aSlxm5gsX/view?usp=drivesdk,172E57FE-50AC-4566-98D9-16E2457A4985,2026-02-16 11:19
"16 febrero, 2026",YUKUNSA,YUK160308FK5,ROLLO DE  PELICULA GRADO ALIMENTICIO DE 30 CM X 600 M,4,$190.34,$0.00,$121.82,-$883.20,Desechables,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1rZQgR257IwVKo6yWSrAU8b5aSlxm5gsX/view?usp=drivesdk,172E57FE-50AC-4566-98D9-16E2457A4985,2026-02-16 11:19
"16 febrero, 2026",HFUMIGACIONES,HFU190128GC3,FUMIGACION GENERAL,1,"$1,200.00",$0.00,$192.00,"-$1,392.00",Servicios,Gastos Operativos,Auto Gmail,https://drive.google.com/file/d/1V2le78YK0vz0PSO26qTUs4O8V8jQ5epr/view?usp=drivesdk,F73AC6CA-6CEE-491C-827F-63CD9B7EF5C5,2026-02-16 16:19
"16 febrero, 2026",FIX IT,XEXX010101000,MANTENIMIENTO EQUIPO DE COMEDOR,1,$850.00,$0.00,$0.00,-$850.00,Mantenimiento,Gastos Operativos,Google Forms,,,2026-02-16 17:34
"16 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,INDIO 12 PK,1,$207.23,$4.66,$32.41,-$234.98,Insumos Bebidas,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1oyTj7SZtTriySnQ2ZtQL7d53RKty93qt/view?usp=drivesdk,805E97C6-8401-43E7-8AAD-CB56398D2BDE,2026-02-16 17:44
"16 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,10/1K ZUCARM,1,$230.18,$5.18,$0.00,-$225.00,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1oyTj7SZtTriySnQ2ZtQL7d53RKty93qt/view?usp=drivesdk,805E97C6-8401-43E7-8AAD-CB56398D2BDE,2026-02-16 17:44
"16 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,2K AZUCAR MA,2,$53.20,$2.39,$0.00,-$104.01,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1oyTj7SZtTriySnQ2ZtQL7d53RKty93qt/view?usp=drivesdk,805E97C6-8401-43E7-8AAD-CB56398D2BDE,2026-02-16 17:44
"16 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,4/1K H.TRIGO,1,$57.28,$1.29,$0.00,-$55.99,Insumos Alimentos,Costo de Venta,Auto Gmail,https://drive.google.com/file/d/1oyTj7SZtTriySnQ2ZtQL7d53RKty93qt/view?usp=drivesdk,805E97C6-8401-43E7-8AAD-CB56398D2BDE,2026-02-16 17:44
"16 febrero, 2026",NUEVA WAL MART DE MEXICO,NWM9709244W4,10P FIBRA ES,1,$214.30,$4.82,$33.52,-$243.00,Limpieza,Gastos Operativos,Auto Gmail,https://drive.google.com/file/d/1oyTj7SZtTriySnQ2ZtQL7d53RKty93qt/view?usp=drivesdk,805E97C6-8401-43E7-8AAD-CB56398D2BDE,2026-02-16 17:44
